Iteration,Proportion Test,Proportion Test (Sim Results Clintool1025.Csv),Proportion Test (Sim Results Clintool2150.Csv),Proportion Test (Sim Results Clintool5175.Csv),Proportion Test (Sim Results Clintool76100.Csv)
2108,0.3242,0.3286,0.3635,0.4213,0.4293
2109,0.3203,0.3295,0.3459,0.3887,0.4174
2110,0.321,0.3331,0.3355,0.406,0.4352
2111,0.3149,0.3342,0.3755,0.3845,0.4409
2112,0.3171,0.3462,0.3642,0.398,0.4277
2113,0.3204,0.3337,0.3721,0.4185,0.4269
2114,0.3091,0.329,0.368,0.3905,0.4265
2115,0.3201,0.3411,0.3673,0.4028,0.4273
2116,0.3122,0.3371,0.3669,0.3724,0.4324
2117,0.3169,0.3228,0.3849,0.3917,0.4444
2118,0.3105,0.3313,0.3575,0.3998,0.4288
2119,0.3103,0.3451,0.3772,0.3868,0.4104
2120,0.3193,0.3367,0.3685,0.3953,0.4147
2121,0.3045,0.3394,0.3559,0.3845,0.4117
2122,0.3171,0.3226,0.3448,0.3818,0.401
2123,0.3123,0.3397,0.3537,0.3967,0.4144
2124,0.3131,0.335,0.3705,0.3994,0.4219
2125,0.3229,0.3444,0.3564,0.3891,0.4351
2126,0.3168,0.3496,0.3406,0.3865,0.4189
2127,0.3145,0.3406,0.3645,0.4023,0.4238
2128,0.3174,0.334,0.369,0.3945,0.4211
2129,0.3053,0.3365,0.3614,0.3806,0.417
2130,0.3058,0.3456,0.3757,0.3775,0.4187
2131,0.3024,0.3398,0.3566,0.3767,0.4476
2132,0.3073,0.3312,0.3634,0.3811,0.4288
2133,0.3115,0.3335,0.3579,0.3922,0.4293
2134,0.3121,0.317,0.3612,0.3829,0.4157
2135,0.3066,0.3292,0.363,0.3895,0.4134
2136,0.3116,0.3311,0.3614,0.3741,0.4324
2137,0.3116,0.3387,0.3768,0.4013,0.4184
2138,0.3094,0.3324,0.3774,0.3792,0.4115
2139,0.3162,0.3319,0.3477,0.4041,0.4488
2140,0.3216,0.3182,0.3599,0.398,0.4366
2141,0.3219,0.3304,0.3598,0.4088,0.4243
2142,0.3226,0.326,0.3786,0.3953,0.4085
2143,0.3141,0.3272,0.3637,0.3901,0.4361
2144,0.3211,0.3359,0.3677,0.3897,0.4026
2145,0.3118,0.3387,0.3709,0.3915,0.4317
2146,0.3145,0.3604,0.3625,0.403,0.4272
2147,0.312,0.3461,0.357,0.4022,0.4067
2148,0.3093,0.3504,0.3678,0.3804,0.4011
2149,0.3247,0.3483,0.3568,0.4099,0.3985
2150,0.31,0.3271,0.3694,0.3689,0.4556
2151,0.3157,0.3271,0.3473,0.3857,0.4366
2152,0.3153,0.3189,0.3313,0.3925,0.4159
2153,0.3114,0.3352,0.3662,0.3753,0.425
2154,0.3144,0.3303,0.3679,0.405,0.4297
2155,0.3087,0.3371,0.3859,0.3962,0.4191
2156,0.3255,0.3459,0.3567,0.3974,0.4264
2157,0.3043,0.3326,0.3557,0.3805,0.4219
2158,0.3185,0.3319,0.3353,0.3901,0.4186
2159,0.3147,0.3244,0.3548,0.3777,0.4329
2160,0.3232,0.3309,0.373,0.3925,0.4013
2161,0.3189,0.3361,0.366,0.3816,0.4247
2162,0.3162,0.3397,0.3743,0.3989,0.4192
2163,0.3174,0.3552,0.3848,0.4105,0.4317
2164,0.3178,0.333,0.3614,0.4053,0.3979
2165,0.3106,0.3492,0.3838,0.3792,0.4244
2166,0.3099,0.3335,0.363,0.3778,0.4071
2167,0.3245,0.3331,0.3763,0.388,0.4296
2168,0.327,0.3471,0.3688,0.4131,0.4063
2169,0.3161,0.3476,0.3729,0.3906,0.4521
2170,0.3117,0.3322,0.377,0.3887,0.4264
2171,0.3229,0.3346,0.3669,0.3885,0.4295
2172,0.3099,0.3358,0.3539,0.3774,0.4198
2173,0.3055,0.3342,0.3673,0.3679,0.4147
2174,0.3158,0.3401,0.3604,0.4009,0.4257
2175,0.3142,0.3386,0.3503,0.405,0.4337
2176,0.3121,0.3354,0.3588,0.3722,0.4107
2177,0.3156,0.3313,0.3627,0.4037,0.4354
2178,0.3105,0.3467,0.3578,0.3759,0.423
2179,0.3089,0.3439,0.3677,0.3788,0.4201
2180,0.3195,0.3336,0.3547,0.3857,0.4397
2181,0.3196,0.3263,0.3659,0.3855,0.4399
2182,0.3121,0.3404,0.3452,0.3896,0.4047
2183,0.3186,0.3426,0.3575,0.3932,0.4345
2184,0.3146,0.3408,0.3693,0.4003,0.4103
2185,0.3134,0.3528,0.3534,0.4096,0.4348
2186,0.3173,0.3397,0.3504,0.3837,0.4291
2187,0.3241,0.3378,0.3625,0.406,0.4288
2188,0.3182,0.3378,0.3438,0.4064,0.4195
2189,0.3185,0.3188,0.3748,0.3987,0.4252
2190,0.3039,0.3296,0.3569,0.3859,0.4109
2191,0.3176,0.3303,0.3701,0.3903,0.426
2192,0.3041,0.3302,0.3488,0.3691,0.4385
2193,0.3155,0.3346,0.3537,0.3845,0.4403
2194,0.3179,0.333,0.3638,0.386,0.4459
2195,0.3088,0.3377,0.3745,0.3861,0.4187
2196,0.323,0.3215,0.3816,0.4048,0.4097
2197,0.3212,0.3229,0.3333,0.4114,0.4087
2198,0.3108,0.3426,0.369,0.3825,0.4032
2199,0.3126,0.3398,0.3619,0.3897,0.4216
2200,0.3095,0.329,0.3777,0.3742,0.4425
2201,0.3054,0.3392,0.3754,0.3932,0.4219
2202,0.3213,0.3417,0.3423,0.3931,0.4343
2203,0.3152,0.3444,0.3692,0.3969,0.4399
2204,0.3164,0.3475,0.3564,0.4128,0.4273
2205,0.3152,0.3411,0.3686,0.3841,0.4531
2206,0.3079,0.3243,0.3657,0.3707,0.4346
2207,0.309,0.3495,0.3939,0.3764,0.4331
2208,0.3127,0.3351,0.3563,0.3808,0.4251
2209,0.3243,0.3212,0.3723,0.4183,0.4413
2210,0.3099,0.3475,0.3666,0.3858,0.4397
2211,0.3246,0.3295,0.3385,0.4209,0.4319
2212,0.3209,0.3166,0.3438,0.391,0.4059
2213,0.3097,0.3209,0.3682,0.3959,0.4207
2214,0.3156,0.3353,0.3654,0.4042,0.42
2215,0.3114,0.32,0.3558,0.3991,0.4499
2216,0.317,0.3251,0.3554,0.4062,0.4242
2217,0.3241,0.3462,0.35,0.3989,0.4424
2218,0.3219,0.3372,0.3866,0.3904,0.4165
2219,0.3155,0.3185,0.3433,0.3977,0.4268
2220,0.3162,0.3302,0.381,0.3853,0.4476
2221,0.3062,0.3412,0.3454,0.3645,0.4207
2222,0.3075,0.3225,0.3615,0.3688,0.4314
2223,0.3141,0.3341,0.363,0.4002,0.4177
2224,0.3098,0.3358,0.3661,0.376,0.4299
2225,0.3126,0.3391,0.357,0.4031,0.4101
2226,0.31,0.3479,0.3742,0.3852,0.4469
2227,0.3054,0.3438,0.3611,0.3776,0.4379
2228,0.3177,0.3435,0.3502,0.4076,0.412
2229,0.3137,0.3361,0.3631,0.3908,0.4201
2230,0.3181,0.337,0.3639,0.4136,0.42
2231,0.3143,0.3356,0.3862,0.3904,0.4133
2232,0.3249,0.3354,0.3595,0.4032,0.4209
2233,0.3211,0.3254,0.3575,0.3928,0.4193
2234,0.3254,0.3379,0.3533,0.4069,0.4136
2235,0.3199,0.3368,0.3396,0.3993,0.4162
2236,0.3181,0.3398,0.353,0.3852,0.439
2237,0.3113,0.3363,0.3457,0.4097,0.4201
2238,0.3081,0.3411,0.3592,0.3821,0.4446
2239,0.3202,0.3416,0.3653,0.3967,0.4114
2240,0.313,0.3447,0.3512,0.3819,0.4118
2241,0.3114,0.3316,0.3752,0.377,0.4178
2242,0.3185,0.3383,0.3604,0.3793,0.3916
2243,0.3125,0.3238,0.3741,0.3791,0.4369
2244,0.3057,0.3241,0.3852,0.3774,0.4386
2245,0.3092,0.3459,0.3566,0.378,0.4204
2246,0.3091,0.3427,0.3542,0.3917,0.4167
2247,0.313,0.3215,0.352,0.4009,0.4272
2248,0.3135,0.3323,0.3672,0.4039,0.4601
2249,0.3212,0.3362,0.3668,0.4012,0.4111
2250,0.3188,0.3457,0.3857,0.3899,0.437
2251,0.3064,0.3313,0.3519,0.3874,0.4191
2252,0.3163,0.3285,0.3743,0.4069,0.4193
2253,0.3153,0.3267,0.3802,0.393,0.4147
2254,0.3108,0.3234,0.3645,0.4047,0.4153
2255,0.3231,0.3373,0.3654,0.4113,0.4282
2256,0.3222,0.3368,0.3779,0.4009,0.413
2257,0.3064,0.346,0.3527,0.3845,0.4256
2258,0.3104,0.3477,0.354,0.3888,0.4393
2259,0.3043,0.34,0.3754,0.3724,0.419
2260,0.3204,0.3525,0.3684,0.3886,0.4239
2261,0.3266,0.3316,0.3693,0.4033,0.4131
2262,0.3151,0.3265,0.3459,0.3982,0.4264
2263,0.3066,0.3283,0.3606,0.3877,0.4129
2264,0.3161,0.3442,0.366,0.4037,0.4288
2265,0.3146,0.3498,0.3356,0.4033,0.4309
2266,0.3151,0.3191,0.3632,0.385,0.4259
2267,0.3222,0.3463,0.3678,0.3974,0.4398
2268,0.3236,0.3327,0.3656,0.4081,0.4101
2269,0.3166,0.3321,0.3808,0.4036,0.4135
2270,0.32,0.3198,0.3538,0.4,0.3987
2271,0.3182,0.3431,0.361,0.3991,0.424
2272,0.3154,0.3269,0.3758,0.3886,0.4204
2273,0.3259,0.333,0.3757,0.4076,0.4192
2274,0.3135,0.3485,0.3715,0.392,0.408
2275,0.3112,0.3415,0.3579,0.3863,0.4236
2276,0.3216,0.3317,0.3559,0.3931,0.4294
2277,0.3175,0.3416,0.3654,0.3879,0.4167
2278,0.3177,0.3363,0.3545,0.3899,0.4054
2279,0.3136,0.3204,0.37,0.3773,0.3916
2280,0.3218,0.3392,0.3656,0.3993,0.4189
2281,0.3164,0.3468,0.3696,0.3931,0.4336
2282,0.311,0.3283,0.3527,0.3901,0.4222
2283,0.3179,0.3318,0.3709,0.3932,0.4216
2284,0.311,0.3333,0.3486,0.3734,0.4174
2285,0.3099,0.3571,0.3531,0.3719,0.4208
2286,0.309,0.3331,0.34,0.373,0.4287
2287,0.322,0.3264,0.3788,0.4072,0.4136
2288,0.3081,0.3452,0.3754,0.388,0.4208
2289,0.3252,0.3423,0.3651,0.4183,0.4504
2290,0.3265,0.3352,0.3394,0.4231,0.439
2291,0.3234,0.3297,0.3476,0.3964,0.4261
2292,0.3192,0.3269,0.3723,0.3931,0.4271
2293,0.3116,0.3364,0.3658,0.3972,0.4288
2294,0.3117,0.3193,0.3393,0.3895,0.4108
2295,0.3135,0.3343,0.3732,0.3971,0.4353
2296,0.3236,0.3422,0.3734,0.4023,0.4462
2297,0.3148,0.3285,0.3745,0.3972,0.4397
2298,0.322,0.3314,0.3645,0.3971,0.413
2299,0.3127,0.3297,0.3531,0.4029,0.42
2300,0.3168,0.3299,0.3524,0.3858,0.4304
2301,0.3105,0.3171,0.3733,0.3993,0.4097
2302,0.3083,0.329,0.3672,0.3759,0.4154
2303,0.3161,0.3328,0.3532,0.3942,0.4151
2304,0.3256,0.3374,0.3705,0.416,0.4313
2305,0.3196,0.349,0.3512,0.3987,0.4253
2306,0.3079,0.3282,0.375,0.3839,0.4138
2307,0.3088,0.3411,0.3615,0.3774,0.4152
2308,0.3122,0.3358,0.3589,0.3784,0.4259
2309,0.3118,0.3414,0.3594,0.387,0.4177
2310,0.3164,0.3311,0.3851,0.3859,0.4358
2311,0.3166,0.33,0.3748,0.4012,0.425
2312,0.3142,0.3414,0.3677,0.4065,0.4268
2313,0.3232,0.3293,0.3682,0.4023,0.4473
2314,0.313,0.3306,0.3494,0.3987,0.4375
2315,0.3007,0.3395,0.373,0.3703,0.4442
2316,0.3154,0.3277,0.3599,0.4065,0.4104
2317,0.3208,0.3312,0.3778,0.3862,0.4258
2318,0.3075,0.3263,0.3425,0.3897,0.4139
2319,0.3186,0.3267,0.3825,0.3796,0.4228
2320,0.3145,0.3328,0.349,0.3907,0.4183
2321,0.3141,0.3358,0.3617,0.4,0.4371
2322,0.3181,0.351,0.3551,0.4078,0.4422
2323,0.3239,0.3348,0.359,0.4083,0.4298
2324,0.3193,0.337,0.3691,0.4082,0.4408
2325,0.321,0.3278,0.384,0.3834,0.4056
2326,0.3198,0.3345,0.3645,0.4107,0.4531
2327,0.317,0.3308,0.359,0.3936,0.4262
2328,0.3124,0.341,0.3537,0.3873,0.4191
2329,0.3219,0.3379,0.3556,0.413,0.4255
2330,0.3094,0.3366,0.3543,0.3844,0.3937
2331,0.3106,0.3246,0.3404,0.376,0.4083
2332,0.3247,0.3421,0.3502,0.4048,0.4186
2333,0.3139,0.3461,0.3691,0.4046,0.4289
2334,0.3148,0.3282,0.3527,0.3871,0.4367
2335,0.3155,0.3446,0.3488,0.3908,0.4138
2336,0.3085,0.325,0.3799,0.3777,0.446
2337,0.3171,0.3265,0.3416,0.3833,0.4177
2338,0.3189,0.343,0.3491,0.4031,0.408
2339,0.3131,0.3402,0.3802,0.3924,0.4208
2340,0.3217,0.3388,0.3466,0.3919,0.4386
2341,0.3235,0.3294,0.356,0.407,0.4179
2342,0.3185,0.3385,0.3456,0.3939,0.4152
2343,0.3123,0.3354,0.3597,0.3995,0.4212
2344,0.3061,0.3365,0.3595,0.3822,0.4285
2345,0.3138,0.3306,0.3645,0.3957,0.4233
2346,0.3239,0.331,0.3441,0.3901,0.4055
2347,0.3059,0.3381,0.3639,0.3864,0.4125
2348,0.3101,0.3384,0.3684,0.4006,0.4168
2349,0.3178,0.3276,0.3595,0.4005,0.4226
2350,0.3142,0.3324,0.3503,0.4095,0.4297
2351,0.3227,0.3415,0.3706,0.4082,0.4223
2352,0.3104,0.3303,0.3458,0.3956,0.4143
2353,0.3171,0.3503,0.3715,0.4011,0.4205
2354,0.3132,0.3328,0.367,0.393,0.4382
2355,0.314,0.3328,0.3729,0.392,0.4178
2356,0.3152,0.3319,0.3903,0.4073,0.3953
2357,0.3205,0.3371,0.3524,0.4031,0.409
2358,0.3214,0.3176,0.3498,0.395,0.4154
2359,0.3206,0.3293,0.3558,0.3965,0.4236
2360,0.3156,0.3201,0.3558,0.4104,0.415
2361,0.312,0.3369,0.3651,0.4077,0.4427
2362,0.3197,0.348,0.3693,0.4015,0.407
2363,0.3178,0.3352,0.3762,0.3988,0.4325
2364,0.3217,0.3351,0.3687,0.3951,0.4298
2365,0.3096,0.3283,0.3605,0.3965,0.4171
2366,0.3234,0.3422,0.3768,0.3966,0.4331
2367,0.3222,0.3348,0.3412,0.3987,0.4043
2368,0.3204,0.3466,0.3722,0.4001,0.3968
2369,0.315,0.331,0.3535,0.407,0.4274
2370,0.3158,0.338,0.3689,0.3943,0.4328
2371,0.3158,0.3393,0.3536,0.4024,0.408
2372,0.3202,0.3293,0.3726,0.4139,0.4324
2373,0.3053,0.3327,0.3392,0.3852,0.4199
2374,0.3186,0.3363,0.3658,0.3902,0.439
2375,0.319,0.3183,0.3664,0.3949,0.4368
2376,0.3137,0.3236,0.3576,0.3755,0.4285
2377,0.3134,0.3303,0.3643,0.3808,0.4066
2378,0.3102,0.3477,0.3537,0.3808,0.4251
2379,0.3135,0.3415,0.3554,0.3945,0.4185
2380,0.3114,0.3498,0.3635,0.3794,0.433
2381,0.3114,0.3221,0.3648,0.381,0.4055
2382,0.3157,0.3299,0.3687,0.3969,0.4109
2383,0.3164,0.3368,0.3708,0.3873,0.4391
2384,0.3124,0.3332,0.3438,0.3834,0.4259
2385,0.326,0.3405,0.3735,0.3926,0.3977
2386,0.3265,0.3433,0.363,0.3989,0.409
2387,0.3153,0.3441,0.3682,0.3908,0.4176
2388,0.3108,0.3362,0.3538,0.3932,0.411
2389,0.3109,0.3315,0.3732,0.3776,0.4269
2390,0.3115,0.3351,0.366,0.3872,0.408
2391,0.3112,0.3441,0.3547,0.3798,0.4158
2392,0.3131,0.3411,0.359,0.3962,0.4316
2393,0.3197,0.3218,0.3717,0.4097,0.4162
2394,0.3284,0.333,0.3668,0.3946,0.4187
2395,0.3177,0.3401,0.3615,0.4102,0.4304
2396,0.3162,0.3594,0.3712,0.3962,0.4338
2397,0.3079,0.3337,0.3466,0.3757,0.4241
2398,0.3098,0.3432,0.3675,0.3828,0.3991
2399,0.3199,0.3249,0.3805,0.4138,0.4039
2400,0.3169,0.3421,0.3806,0.4092,0.4177
2401,0.3274,0.3304,0.3565,0.4241,0.4269
2402,0.3113,0.3312,0.371,0.4034,0.3991
2403,0.3077,0.3339,0.3413,0.3979,0.4198
2404,0.3189,0.3388,0.3644,0.4013,0.4107
2405,0.3059,0.3288,0.3733,0.3798,0.4223
2406,0.3095,0.3512,0.3517,0.3827,0.4006
2407,0.319,0.3419,0.373,0.4021,0.4278
2408,0.3134,0.3275,0.3769,0.3797,0.4197
2409,0.3082,0.3309,0.3473,0.3924,0.4032
2410,0.3071,0.3306,0.3614,0.3839,0.4156
2411,0.3215,0.3402,0.3456,0.3964,0.418
2412,0.3245,0.3284,0.3574,0.4052,0.4218
2413,0.3091,0.3333,0.3701,0.3884,0.41
2414,0.2938,0.3367,0.3555,0.3566,0.4328
2415,0.3129,0.3456,0.3569,0.398,0.4139
2416,0.3206,0.3273,0.3397,0.4024,0.4162
2417,0.3199,0.3342,0.3695,0.4072,0.4351
2418,0.3118,0.3368,0.351,0.3854,0.4406
2419,0.3004,0.3332,0.3421,0.3707,0.4134
2420,0.3098,0.3359,0.3592,0.3754,0.4113
2421,0.3155,0.3393,0.3566,0.3952,0.4335
2422,0.3211,0.3444,0.3815,0.4021,0.4316
2423,0.3121,0.3248,0.3447,0.391,0.4097
2424,0.3235,0.3347,0.3524,0.4048,0.4303
2425,0.3171,0.3381,0.3596,0.3986,0.4042
2426,0.3175,0.3519,0.3548,0.3795,0.4221
2427,0.3252,0.3535,0.3738,0.4218,0.4093
2428,0.3214,0.3322,0.3745,0.4063,0.4209
2429,0.3148,0.334,0.3576,0.3931,0.4132
2430,0.3201,0.3421,0.3747,0.4088,0.3975
2431,0.3135,0.3338,0.3733,0.374,0.4287
2432,0.3113,0.3426,0.3487,0.388,0.4367
2433,0.3113,0.3238,0.3582,0.393,0.4227
2434,0.3195,0.3229,0.3839,0.4116,0.4279
2435,0.321,0.3398,0.3528,0.3985,0.4322
2436,0.3202,0.3306,0.336,0.3937,0.4232
2437,0.3219,0.3316,0.3523,0.4136,0.4378
2438,0.3095,0.3338,0.376,0.382,0.4216
2439,0.3186,0.3295,0.3335,0.4051,0.4126
2440,0.3199,0.3276,0.3586,0.4139,0.4012
2441,0.3148,0.349,0.3646,0.3897,0.4223
2442,0.3255,0.3213,0.343,0.4174,0.4067
2443,0.3117,0.3321,0.374,0.399,0.4246
2444,0.3122,0.3377,0.3799,0.3951,0.4097
2445,0.3204,0.3312,0.3779,0.4057,0.423
2446,0.3145,0.3482,0.3667,0.4024,0.4487
2447,0.3187,0.3215,0.3506,0.384,0.4268
2448,0.3146,0.3374,0.3668,0.3915,0.411
2449,0.303,0.329,0.3689,0.3687,0.4369
2450,0.3222,0.3396,0.3718,0.3976,0.4228
2451,0.3117,0.3222,0.378,0.3926,0.4106
2452,0.3263,0.3345,0.3621,0.4014,0.4252
2453,0.3135,0.3328,0.3611,0.3892,0.3973
2454,0.3084,0.345,0.3786,0.3762,0.4134
2455,0.3139,0.3283,0.3733,0.4021,0.4173
2456,0.3164,0.3158,0.345,0.3935,0.3995
2457,0.3141,0.3316,0.3496,0.3767,0.4247
2458,0.317,0.3368,0.366,0.3849,0.4387
2459,0.3127,0.3382,0.3502,0.3939,0.4276
2460,0.3141,0.3498,0.3801,0.3784,0.4207
2461,0.3119,0.3187,0.375,0.389,0.432
2462,0.3132,0.3382,0.3648,0.3737,0.42
2463,0.3239,0.3293,0.3498,0.4144,0.443
2464,0.3114,0.3243,0.3637,0.3801,0.4239
2465,0.3203,0.3287,0.3812,0.4052,0.4384
2466,0.3135,0.3387,0.3571,0.4085,0.4313
2467,0.308,0.3226,0.364,0.3832,0.4135
2468,0.3165,0.321,0.3692,0.4077,0.4264
2469,0.3124,0.3525,0.3949,0.3877,0.4156
2470,0.3114,0.3516,0.3633,0.3833,0.4164
2471,0.3171,0.3489,0.3567,0.4152,0.4091
2472,0.3184,0.3308,0.3834,0.4072,0.4175
2473,0.312,0.3394,0.3602,0.381,0.4175
2474,0.3228,0.3338,0.3615,0.4032,0.422
2475,0.3154,0.3314,0.3694,0.3974,0.412
2476,0.3142,0.3417,0.369,0.3971,0.431
2477,0.316,0.3414,0.3694,0.3999,0.3972
2478,0.3169,0.3255,0.3655,0.3839,0.4388
2479,0.3232,0.3272,0.3596,0.3955,0.4038
2480,0.3284,0.3427,0.3718,0.4281,0.4278
2481,0.3183,0.3288,0.3424,0.4096,0.4019
2482,0.3148,0.3269,0.3359,0.4014,0.4124
2483,0.3067,0.3389,0.3444,0.3782,0.4093
2484,0.3244,0.3252,0.3584,0.4141,0.442
2485,0.3053,0.3422,0.3783,0.3684,0.4088
2486,0.3162,0.3433,0.3463,0.3782,0.4105
2487,0.3189,0.3334,0.3353,0.3974,0.4023
2488,0.3206,0.3158,0.3424,0.4139,0.4268
2489,0.3226,0.331,0.363,0.3835,0.4403
2490,0.306,0.3323,0.3655,0.3739,0.4379
2491,0.3211,0.3387,0.382,0.4073,0.4298
2492,0.3175,0.3376,0.3856,0.4019,0.4039
2493,0.3188,0.3314,0.3599,0.4004,0.4196
2494,0.3097,0.3399,0.3451,0.3956,0.4181
2495,0.315,0.3322,0.3724,0.3874,0.4268
2496,0.3188,0.338,0.3619,0.3776,0.4159
2497,0.3148,0.3239,0.3739,0.399,0.412
2498,0.314,0.3403,0.3389,0.3887,0.4092
2499,0.3047,0.3389,0.3944,0.3821,0.4314
2500,0.315,0.3333,0.3575,0.3842,0.4465
2501,0.3147,0.3436,0.3774,0.3778,0.4025
2502,0.3262,0.3366,0.3793,0.4126,0.4276
2503,0.3191,0.3379,0.3586,0.4051,0.4034
2504,0.3119,0.336,0.3883,0.3771,0.4201
2505,0.3117,0.3382,0.3605,0.4036,0.4329
2506,0.3151,0.3319,0.3499,0.4014,0.4347
2507,0.3151,0.3462,0.3589,0.3757,0.4436
2508,0.3243,0.3238,0.3672,0.3949,0.4103
2509,0.3117,0.3211,0.3808,0.3804,0.4016
2510,0.3217,0.3326,0.357,0.4009,0.4078
2511,0.321,0.3393,0.3735,0.3937,0.4184
2512,0.3128,0.3393,0.3657,0.389,0.4022
2513,0.3283,0.3352,0.36,0.4098,0.4218
2514,0.31,0.3241,0.3554,0.385,0.409
2515,0.3176,0.3142,0.3636,0.3956,0.4364
2516,0.3183,0.3371,0.3645,0.4083,0.3966
2517,0.3187,0.3351,0.3533,0.3897,0.4185
2518,0.3187,0.349,0.3502,0.3876,0.4309
2519,0.3235,0.3558,0.3616,0.4232,0.4216
2520,0.3137,0.332,0.3432,0.3866,0.4391
2521,0.3096,0.3475,0.3554,0.4024,0.424
2522,0.3227,0.3345,0.355,0.4132,0.416
2523,0.3134,0.3233,0.3548,0.3863,0.4379
2524,0.3045,0.34,0.3597,0.3743,0.4363
2525,0.3207,0.3385,0.3759,0.3961,0.4228
2526,0.3182,0.3237,0.3627,0.3964,0.425
2527,0.3153,0.3486,0.3787,0.4022,0.4398
2528,0.3109,0.327,0.3629,0.3822,0.4154
2529,0.3101,0.347,0.3742,0.3941,0.4465
2530,0.3174,0.329,0.3641,0.4052,0.4131
2531,0.3136,0.3376,0.3509,0.372,0.4228
2532,0.319,0.3476,0.3635,0.3969,0.4255
2533,0.3077,0.3294,0.3445,0.3839,0.4065
2534,0.3189,0.3362,0.3533,0.4021,0.4019
2535,0.321,0.3276,0.3734,0.3917,0.4109
2536,0.3215,0.342,0.3816,0.387,0.435
2537,0.3159,0.3281,0.3537,0.396,0.4075
2538,0.3046,0.3591,0.3728,0.3827,0.4248
2539,0.3113,0.336,0.3417,0.3792,0.4411
2540,0.3064,0.3388,0.3708,0.3763,0.4297
2541,0.3207,0.3341,0.3826,0.3948,0.4221
2542,0.3258,0.3447,0.3709,0.4048,0.4094
2543,0.3074,0.3378,0.3766,0.3696,0.426
2544,0.3111,0.3423,0.362,0.3836,0.4188
2545,0.3085,0.328,0.3732,0.3777,0.4338
2546,0.319,0.3198,0.3644,0.3842,0.4264
2547,0.3186,0.3393,0.3615,0.3936,0.4383
2548,0.3256,0.3385,0.3546,0.3959,0.438
2549,0.3105,0.3366,0.357,0.3857,0.422
2550,0.3113,0.345,0.3564,0.4056,0.409
2551,0.314,0.3275,0.3449,0.379,0.4307
2552,0.3213,0.342,0.3612,0.4055,0.4247
2553,0.3076,0.341,0.3419,0.3806,0.401
2554,0.3074,0.3277,0.3495,0.3753,0.4009
2555,0.3166,0.3412,0.3752,0.3917,0.4328
2556,0.3202,0.3331,0.3519,0.4172,0.4417
2557,0.3117,0.3274,0.3531,0.3903,0.4107
2558,0.3155,0.3296,0.3699,0.395,0.4223
2559,0.3169,0.3352,0.3487,0.4001,0.4274
2560,0.3155,0.3408,0.3662,0.379,0.4095
2561,0.3261,0.336,0.3553,0.4047,0.4068
2562,0.3223,0.336,0.37,0.4065,0.4178
2563,0.3143,0.3431,0.382,0.4014,0.4178
2564,0.3221,0.3281,0.3694,0.4015,0.3992
2565,0.3189,0.3203,0.3769,0.4017,0.4473
2566,0.3155,0.3371,0.35,0.3801,0.4186
2567,0.3161,0.3441,0.3505,0.4005,0.4422
2568,0.3144,0.3193,0.3673,0.3921,0.4376
2569,0.3089,0.3351,0.35,0.3937,0.4179
2570,0.3155,0.3185,0.3724,0.4108,0.4043
2571,0.3087,0.3333,0.3846,0.3853,0.407
2572,0.3203,0.3285,0.3399,0.4072,0.4127
2573,0.3213,0.338,0.3779,0.4102,0.4091
2574,0.3198,0.3436,0.3453,0.3844,0.4226
2575,0.3179,0.3382,0.3629,0.3933,0.4131
2576,0.3155,0.3247,0.3586,0.3813,0.4361
2577,0.3241,0.337,0.3777,0.4211,0.4425
2578,0.3214,0.337,0.3481,0.3933,0.4209
2579,0.3179,0.3246,0.3738,0.3877,0.4369
2580,0.3191,0.3388,0.3702,0.3941,0.4429
2581,0.3048,0.3332,0.3564,0.373,0.4178
2582,0.3185,0.3447,0.3747,0.3946,0.4204
2583,0.3238,0.335,0.3681,0.4029,0.4087
2584,0.3111,0.333,0.3505,0.3782,0.427
2585,0.3054,0.329,0.3398,0.3773,0.4079
2586,0.3178,0.3198,0.3476,0.402,0.4104
2587,0.3132,0.3468,0.3683,0.3791,0.4483
2588,0.3184,0.3385,0.3872,0.4046,0.4163
2589,0.3126,0.3363,0.3631,0.3875,0.4152
2590,0.3087,0.3333,0.3681,0.3758,0.404
2591,0.3188,0.3283,0.3438,0.3876,0.4209
2592,0.3209,0.3402,0.3713,0.3983,0.4197
2593,0.3197,0.3307,0.3688,0.3891,0.4182
2594,0.3,0.3395,0.3716,0.365,0.4092
2595,0.3244,0.3279,0.3834,0.4061,0.428
2596,0.3182,0.3549,0.3506,0.4061,0.4315
2597,0.3259,0.3322,0.353,0.4142,0.4203
2598,0.3154,0.3223,0.3569,0.4018,0.4179
2599,0.3069,0.3361,0.3654,0.3911,0.4101
2600,0.3198,0.3442,0.3578,0.4144,0.4117
2601,0.3166,0.3345,0.3595,0.4053,0.4118
2602,0.3163,0.3609,0.359,0.3766,0.4386
2603,0.3035,0.3379,0.3631,0.3918,0.4015
2604,0.3207,0.3292,0.359,0.4055,0.428
2605,0.328,0.3465,0.3683,0.4084,0.4139
2606,0.3209,0.3232,0.3585,0.4087,0.4277
2607,0.3204,0.3386,0.3627,0.4103,0.4342
2608,0.3174,0.3316,0.3483,0.3881,0.4248
2609,0.3209,0.339,0.36,0.3964,0.4447
2610,0.3054,0.3395,0.3672,0.3877,0.4225
2611,0.3183,0.332,0.3733,0.3914,0.4023
2612,0.3112,0.3421,0.3762,0.3749,0.4327
